debit_ducats,debit_grossi,debit_total_in_grossi,credit_ducats,credit_grosi,credit_total_in_grossi,profit in grossi,profit in ducats and grossi
97,27,2355,103,20,2492,137,5 ducats and 20 grossi
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
